slice,topic_id,count,top_words,l1,l2,l3,label_full,core_topic,periphery_topic,heterogeneous,coverage,ring_1_count,ring_2_count,ring_3_count
2023-H1,208,18,"[""сообщить кремль"", ""кремль"", ""кремль путин"", ""разговор"", ""путин"", ""контакт"", ""двусторонний"", ""асад"", ""путин президент"", ""президент""]",Политика,Международные отношения,Контактная дипломатия на высшем уровне,Политика -> Международные отношения -> Контактная дипломатия на высшем уровне,Ядро посвящено телефонным разговорам и контактам Президента России Владимира Путина с лидерами других государств по вопросам двусторонних отношений и внутренней стабильности.,"Периферия затрагивает встречи и обсуждение переговорных процессов, в частности, стамбульского договора и посредничества в урегулировании конфликтов.",False,1.0,14,2,2
2023-H1,209,18,"[""мощь"", ""георгий"", ""святой"", ""собор"", ""всероссийский"", ""святыня"", ""небесный"", ""кафедральный собор"", ""кафедральный"", ""покровитель""]",Общество,Религия и духовность,Православные святыни и обряды,Общество -> Религия и духовность -> Православные святыни и обряды,Ядро сфокусировано на проведении Всероссийского молебна о Победе с принесением мощей святого Георгия Победоносца в российских городах.,Периферия описывает прибытие других христианских святынь (пояс Богородицы) в кафедральные соборы и участие мусульман в праздничной молитве.,True,1.0,13,0,5
2023-H1,210,18,"[""приложение"", ""google"", ""недоступный"", ""сервис"", ""знакомство"", ""магазин"", ""россия июнь"", ""установленный"", ""левобережный"", ""продолжать работать""]",Экономика,Цифровые сервисы и IT,Ограничения доступа к мобильным приложениям,Экономика -> Цифровые сервисы и IT -> Ограничения доступа к мобильным приложениям,"Ядро посвящено уходу или недоступности популярных приложений для знакомств (Tinder) и банковских сервисов в российских магазинах приложений (App Store, Google Play).","Периферия затрагивает возвращение картографического сервиса, риски мошенничества из-за блокировки банковского приложения и удаление игр из магазинов приложений.",False,1.0,7,7,4
2023-H1,211,18,"[""алкоголь"", ""сельский поселение"", ""продажа алкоголь"", ""поселение"", ""сельский"", ""запрет"", ""продажа"", ""продавать"", ""розничный продажа"", ""запретить""]",Общество,Регулирование розничной торговли,Ограничения на продажу алкоголя,Общество -> Регулирование розничной торговли -> Ограничения на продажу алкоголя,"Власти различных регионов России вводят временные запреты на продажу алкоголя, приуроченные к праздничным датам или событиям.",Власти в одном из регионов пересматривают ранее установленные радиусы запрета на продажу алкоголя вблизи образовательных или военных учреждений.,False,1.0,14,3,1
2023-H1,212,17,"[""курский область"", ""курский"", ""обстрел"", ""роман"", ""сообщить губернатор"", ""результат обстрел"", ""село"", ""губернатор"", ""обстрел сторона"", ""сторона всу""]",Безопасность,Вооружённые конфликты,Обстрелы приграничных территорий,Безопасность -> Вооружённые конфликты -> Обстрелы приграничных территорий,"В Курской области зафиксированы обстрелы приграничных населенных пунктов со стороны ВСУ, о чем регулярно сообщает губернатор Роман Старовойт.","В Курской области зафиксированы обстрелы приграничных населенных пунктов со стороны ВСУ, о чем регулярно сообщает губернатор Роман Старовойт.",False,1.0,17,0,0
2023-H1,213,17,"[""новость этот"", ""главный новость"", ""вечерний москва"", ""вечерний"", ""этот час"", ""москва"", ""час"", ""главный"", ""этот"", ""метро""]",Общество,Городская среда и инфраструктура,Новости транспорта и благоустройства Москвы,Общество -> Городская среда и инфраструктура -> Новости транспорта и благоустройства Москвы,"Ядро сфокусировано на ежедневных новостях Москвы, касающихся работы мэрии (Собянин), развития метрополитена и городских сервисов.","Периферия расширяет фокус на анонсы строительства новых станций метро и включает общие происшествия, связанные с Москвой или Московской областью.",False,1.0,15,2,0
2023-H1,214,17,"[""байден"", ""секретный"", ""секретный документ"", ""документ"", ""джо байден"", ""джо"", ""бумага"", ""президент сша"", ""обнаружить"", ""аналитический центр""]",Политика,Внутренняя политика и расследования,Секретные документы и компромат,Политика -> Внутренняя политика и расследования -> Секретные документы и компромат,"В ядре обсуждается обнаружение секретных документов, связанных с вице-президентством Джо Байдена, и реакция на это со стороны Конгресса США.",В основной части кластера рассматриваются обвинения против Джо Байдена и признание вины его сыном Хантером Байденом по налоговым и другим делам.,False,1.0,13,4,0
2023-H1,215,16,"[""мошенничество"", ""мошенничество особо"", ""концерн"", ""арестовать"", ""автоматика"", ""особо крупный"", ""отправить домашний"", ""дело мошенничество"", ""крупный размер"", ""арест""]",Происшествия,Финансовые и экономические преступления,Дела о мошенничестве и хищениях в госкорпорациях,Происшествия -> Финансовые и экономические преступления -> Дела о мошенничестве и хищениях в госкорпорациях,Гендиректор концерна «Автоматика» арестован по обвинению в мошенничестве при разработке антенных комплексов.,"В периферии рассматриваются дела о мошенничестве, закрытие дел за отсутствием состава преступления и отъезд фигурантов громких дел из страны.",False,1.0,1,10,5
2023-H1,216,15,"[""пермь"", ""планировать завершить"", ""завершить"", ""подписываться"", ""аукцион"", ""оформление"", ""монтаж"", ""горнолыжный"", ""изготовление"", ""благоустройство""]",Общество,Городское и инфраструктурное развитие,Муниципальные закупки и благоустройство,Общество -> Городское и инфраструктурное развитие -> Муниципальные закупки и благоустройство,Ядро кластера посвящено проведению аукционов и оформлению городского декоративного убранства (включая новогоднее) в Перми.,"Периферия затрагивает завершение строительных работ (зоопарк, мост) и реставрацию объектов, а также оформление ландшафтных экспозиций.",False,1.0,3,10,2
2023-H1,217,15,"[""пляж"", ""проба"", ""водоём"", ""зона отдых"", ""купание"", ""озеро"", ""кама"", ""отдых"", ""зона"", ""вода""]",Общество,Городская среда и досуг,Организация зон отдыха и купания,Общество -> Городская среда и досуг -> Организация зон отдыха и купания,В Москве открываются и готовятся к сезону городские пляжи и зоны отдыха с бассейнами и инфраструктурой.,"В регионах (Прикамье, Самара, Сочи) проверяют качество воды и песка, а также готовят пляжную инфраструктуру к сезону.",False,1.0,9,3,3
2023-H1,218,14,"[""тагил"", ""нижний тагил"", ""воздух"", ""нижний"", ""замер"", ""выброс"", ""вещество"", ""превышение"", ""tagilcityru"", ""вредный""]",Общество,Экология и окружающая среда,Загрязнение воздуха промышленными выбросами,Общество -> Экология и окружающая среда -> Загрязнение воздуха промышленными выбросами,"Ядро посвящено регулярным замерам и жалобам жителей Нижнего Тагила на превышение концентрации вредных веществ, таких как диоксид азота, в воздухе города.","Периферия затрагивает общие проблемы загрязнения воздуха в других регионах (Башкирия, Екатеринбург) и административные нарушения, связанные с палом травы в Новосибирской области.",True,1.0,10,3,1
2023-H1,219,14,"[""сталинград"", ""переименование"", ""волгоград"", ""референдум"", ""опрос"", ""волгоградец"", ""переименовать"", ""название"", ""ленин"", ""житель волгоград""]",Общество,Городская среда и топонимика,Обсуждение переименования населённых пунктов,Общество -> Городская среда и топонимика -> Обсуждение переименования населённых пунктов,Ядро кластера сосредоточено на обсуждении возможности и процедуре проведения референдума о переименовании Волгограда обратно в Сталинград.,Периферия кластера сообщает о фактическом изменении дорожных знаков с «Волгоград» на «Сталинград» на въездах в город.,False,1.0,12,2,0
2023-H1,220,14,"[""трибуна"", ""обрушение"", ""ленинградский область"", ""цирк"", ""канал"", ""пострадать"", ""представление"", ""поставщик"", ""ленинградский"", ""зритель""]",Происшествия,Обрушения и травмы,Обрушение временных конструкций со зрителями,Происшествия -> Обрушения и травмы -> Обрушение временных конструкций со зрителями,"Ядро посвящено случаям обрушения трибун в спортивных учреждениях (Ростов-на-Дону), повлекшим пострадавших и гибель людей.",Периферия упоминает обрушение трибуны во время представления цирка в Ленинградской области и реакцию властей на другие инциденты с аттракционами.,False,1.0,7,6,1
2023-H1,221,13,"[""рынок"", ""производитель"", ""отечественный"", ""компонент"", ""россия прошлый"", ""зарубежный"", ""смартфон"", ""минпромторг"", ""устройство"", ""участник рынок""]",Экономика,Промышленность и производство,Импортозамещение и локализация технологий,Экономика -> Промышленность и производство -> Импортозамещение и локализация технологий,Участники рынка обсуждают рост стоимости зарубе equipment и необходимость доработки системы оценки отечественных компонентов в условиях санкций.,"На периферии обсуждаются падение продаж техники ушедших брендов, планы Минпромторга по ограничению параллельного импорта и разработка отечественных смартфонов.",False,1.0,4,4,5
2023-H1,222,13,"[""женский день"", ""женский"", ""международный женский"", ""март"", ""праздник"", ""женщина"", ""поздравлять"", ""прекрасный"", ""день"", ""март день""]",Общество,Праздники и традиции,Международный женский день и гендерные поводы,Общество -> Праздники и традиции -> Международный женский день и гендерные поводы,"Ядро посвящено празднованию Международного женского дня 8 марта, его значению и поздравлениям.","Периферия включает упоминание инцидента, связанного с празднованием женского дня, и обсуждение другого праздника (Татьянин день).",True,1.0,9,2,2
2023-H1,223,12,"[""служба контракт"", ""отбор"", ""контракт"", ""военный служба"", ""служба"", ""балашиха"", ""пункт"", ""контрактник"", ""кандидат"", ""московский областной""]",Общество,Военная служба и набор персонала,Отбор и набор на военную службу по контракту,Общество -> Военная служба и набор персонала -> Отбор и набор на военную службу по контракту,"В Московской области активно работают пункты отбора на военную службу по контракту, которые посещают и обучаются кандидаты.","На периферии обсуждается подготовка добровольцев и народных дружин в различных регионах России, а также личные истории, связанные с военной службой.",True,1.0,7,2,3
2023-H1,224,12,"[""труд"", ""согласие"", ""опека"", ""общественно"", ""школьник"", ""законопроект"", ""первый чтение"", ""чтение"", ""госдума"", ""воспитание""]",Общество,Образование и труд молодёжи,Законодательные инициативы в сфере воспитания и занятости школьников,Общество -> Образование и труд молодёжи -> Законодательные инициативы в сфере воспитания и занятости школьников,"Ядро сфокусировано на законопроектах, касающихся введения общественно полезного труда для школьников и упрощения трудоустройства подростков (включая отмену согласия опеки).",Периферия затрагивает общие вопросы работы с подростками (разрешение на труд без опеки) и смежные темы в образовании (альтернатива ЕГЭ).,False,1.0,6,4,2
2023-H1,225,12,"[""белгород"", ""гладков"", ""вячеслав гладков"", ""вячеслав"", ""губернатор вячеслав"", ""воронка"", ""губернатор"", ""бпнуть"", ""повреждение"", ""сообщить губернатор""]",Происшествия,Чрезвычайные ситуации и инциденты,Последствия инцидентов и ЧС в приграничных регионах,Происшествия -> Чрезвычайные ситуации и инциденты -> Последствия инцидентов и ЧС в приграничных регионах,"Власти Белгородской области сообщают о падении беспилотников, обнаружении авиабомбы и образовании воронки в результате инцидентов.","В элитном ЖК Белгорода произошел крупный пожар, начавшийся в котельной на крыше.",False,1.0,11,1,0
2023-H1,226,12,"[""шествие"", ""шествие бессмертный"", ""парад"", ""бессмертный"", ""соображение безопасность"", ""очный"", ""бессмертный полка"", ""соображение"", ""бессмертный полк"", ""сообщить организатор""]",Общество,Массовые мероприятия и традиции,Изменения в проведении памятных шествий,Общество -> Массовые мероприятия и традиции -> Изменения в проведении памятных шествий,Ядро посвящено отмене очного формата шествия «Бессмертный полк» в различных регионах России в 2023 году по соображениям безопасности.,"Периферия затрагивает отмену других массовых мероприятий, таких как первомайские шествия и парады Победы без военной техники.",False,1.0,10,2,0
2023-H1,227,11,"[""евдокимов"", ""шесть год"", ""приговорить"", ""командир"", ""шереметьево"", ""жёсткий посадка"", ""денис"", ""сгореть"", ""посадка"", ""прокурор""]",Происшествия,Судебные разбирательства и приговоры,Приговоры за нарушение правил безопасности и диверсии,Происшествия -> Судебные разбирательства и приговоры -> Приговоры за нарушение правил безопасности и диверсии,Командир самолета Денис Евдокимов получил шесть лет колонии-поселения за жесткую посадку SSJ-100 в Шереметьево в 2019 году.,"Периферия описывает различные уголовные дела, связанные с насилием, поджогами и подготовкой диверсий.",True,1.0,4,4,3
2023-H1,228,11,"[""бастрыкин"", ""александр бастрыкин"", ""контроль"", ""процессуальный"", ""проверка"", ""поручить"", ""взять контроль"", ""центральный аппарат"", ""аварийный"", ""поручить возбудить""]",Государственное управление,Контроль и надзор за соблюдением законодательства,Реакция высших должностных лиц на нарушения,Государственное управление -> Контроль и надзор за соблюдением законодательства -> Реакция высших должностных лиц на нарушения,"Председатель СК РФ Александр Бастрыкин лично берёт на контроль и поручает проведение проверок и возбуждение дел по фактам нарушений, поступающим из регионов.","В периферии рассматриваются конкретные случаи нарушений, связанные с жилищными условиями (аварийное жильё) и безопасностью социальных учреждений (пансионаты), а также строительные нарушения.",False,0.9,8,0,3
2023-H1,229,11,"[""шопинг"", ""бренд"", ""бутик"", ""ольга"", ""модный"", ""корейский"", ""выгодно"", ""ворошиловский"", ""яркий"", ""коллекция""]",Общество,Потребление и стиль жизни,"Мода, шопинг и тренды","Общество -> Потребление и стиль жизни -> Мода, шопинг и тренды","Ядро сфокусировано на обзорах модной одежды, трендах сезона и советах стилистов по выбору конкретных предметов гардероба.","Периферия затрагивает выгодный шопинг, рекомендации по покупке корейских брендов и общие советы по стилю в контексте торговых центров.",False,0.91,5,6,0
2023-H1,230,11,"[""предприятие"", ""нпз"", ""церемония награждение"", ""награждение"", ""куйбышевский"", ""церемония"", ""техникум"", ""ответственный"", ""кровь"", ""лицей""]",Экономика,Деятельность промышленных предприятий,Социальная ответственность и взаимодействие с регионом,Экономика -> Деятельность промышленных предприятий -> Социальная ответственность и взаимодействие с регионом,Ядро сфокусировано на наградах за экологическую ответственность и сотрудничестве крупного предприятия (ТОАЗ) с местными образовательными учреждениями.,Периферия описывает донорскую акцию сотрудников предприятия и церемонии награждения социально ответственных компаний.,False,1.0,8,3,0
2023-H1,231,11,"[""юар"", ""африканский"", ""африка"", ""мирный"", ""президент"", ""страна африка"", ""урегулирование"", ""посланник"", ""устав оон"", ""миссия""]",Политика,Международные отношения,Дипломатические инициативы урегулирования конфликтов,Политика -> Международные отношения -> Дипломатические инициативы урегулирования конфликтов,"Президент ЮАР инициировал мирную миссию африканских стран для урегулирования конфликта между Россией и Украиной, получив предварительное согласие сторон.","Африканская делегация обсуждает с Россией и Западом условия диалога, включая соблюдение Устава ООН, на фоне растущего влияния Глобального Юга.",False,1.0,8,3,0
2023-H1,232,11,"[""клубника"", ""ягода"", ""возить"", ""литр"", ""малина"", ""поливать"", ""вырастить"", ""продавец"", ""каждый неделя"", ""низкий цена""]",Общество,Потребление и сельское хозяйство,Сезонная торговля и выращивание ягод,Общество -> Потребление и сельское хозяйство -> Сезонная торговля и выращивание ягод,Ядро сфокусировано на советах по выбору свежей клубники и информации о её происхождении в начале сезона.,"Периферия затрагивает низкие цены и еженедельные поставки клубники и малины, а также общие советы по садоводству и покупке ранних арбузов.",False,1.0,4,2,5
2023-H1,233,11,"[""эксперимент"", ""просрочить"", ""маркировка"", ""продукция"", ""товар"", ""косметика"", ""сертификат"", ""минпромторг"", ""молочный"", ""органический""]",Экономика,Регулирование рынка и торговли,Системы контроля качества и маркировки товаров,Экономика -> Регулирование рынка и торговли -> Системы контроля качества и маркировки товаров,"Ядро сфокусировано на внедрении механизмов автоматического контроля сроков годности и борьбы с нелегальной продукцией (просрочка, псевдоорганическая косметика) через маркировку и сертификацию.","Периферия затрагивает эксперименты по дистанционной продаже маркированной продукции, в частности, российского вина, через государственные сервисы.",True,1.0,7,4,0
2023-H1,234,11,"[""трамвайный"", ""новый автобус"", ""транспорт"", ""вокзал"", ""троллейбус"", ""автобус"", ""трамвайный путь"", ""общественный транспорт"", ""маршрут"", ""белорусский""]",Общество,Городская инфраструктура и транспорт,Обновление и развитие общественного транспорта,Общество -> Городская инфраструктура и транспорт -> Обновление и развитие общественного транспорта,"Ядро посвящено модернизации путей и закупке нового подвижного состава (трамваи, троллейбусы, автобусы) для общественного транспорта в различных городах.","Периферия затрагивает запуск трамвайных маршрутов, закупку новых автобусов и ремонт железнодорожных вокзалов.",False,1.0,5,2,4
2023-H1,235,10,"[""банк"", ""перевод"", ""спб"", ""клиент"", ""гонконг"", ""биржа"", ""австрийский"", ""валютный"", ""swift"", ""российский банк""]",Экономика,Финансовые операции и банкинг,Международные банковские переводы и санкционные ограничения,Экономика -> Финансовые операции и банкинг -> Международные банковские переводы и санкционные ограничения,"Ядро сфокусировано на ограничениях, налагаемых на российские банки, в частности, на прекращении корреспондентских отношений с западными банками (например, Raiffeisenbank) и проблемах с использованием системы SWIFT.",Периферия затрагивает последствия санкций для клиентов (отмена комиссий по картам UnionPay) и вопросы работы бирж с активами из недружественных юрисдикций (Гонконг).,True,1.0,5,3,2
2023-H1,236,10,"[""истец"", ""здание"", ""снести"", ""снос"", ""застройщик"", ""связать это"", ""градостроительство"", ""суд петербург"", ""исторический здание"", ""сносить""]",Общество,Градостроительство и недвижимость,Снос зданий и застройка,Общество -> Градостроительство и недвижимость -> Снос зданий и застройка,"Ядро посвящено судебным и градостроительным спорам о сносе зданий, в том числе исторических, в Санкт-Петербурге для реализации строительных проектов.",Периферия затрагивает планы по сносу жилых домов в Нижнем Новгороде и вопросы согласования граффити в Петербурге.,False,1.0,0,6,4
2023-H1,237,10,"[""новость вокруг"", ""вокруг украина"", ""вокруг"", ""описать"", ""наступление"", ""украинец"", ""колонка"", ""матвийчук"", ""попов"", ""рассказать""]",Безопасность,Военные конфликты и аналитика,Ход и перспективы российско-украинского конфликта,Безопасность -> Военные конфликты и аналитика -> Ход и перспективы российско-украинского конфликта,"Ядро сфокусировано на анализе текущего хода специальной военной операции, прогнозах наступлений и оценках действий ключевых политических и военных фигур.","Периферия продолжает освещать военные события, включая прогнозы наступлений и экспертные колонки о развитии ситуации.",False,0.95,10,0,0
2024-H1,0,992,"[""животное"", ""собака"", ""зоопарк"", ""кот"", ""хозяин"", ""кошка"", ""медведь"", ""пёс"", ""питомец"", ""птица""]",Общество,Животные и обращение с ними,Происшествия и судьбы домашних и диких животных,Общество -> Животные и обращение с ними -> Происшествия и судьбы домашних и диких животных,"Ядро кластера фокусируется на инцидентах с домашними животными (коты, кошки), требующих спасения или связанных с их необычным поведением.","Периферия охватывает более широкий спектр тем, включая жестокое обращение с животными (убийство собаки), вопросы регулирования бездомных животных (эвтаназия) и гибель диких животных (тигрица).",True,0.99,0,23,969
2024-H1,1,988,"[""пожар"", ""мчс"", ""возгорание"", ""гореть"", ""пожарный"", ""огонь"", ""загореться"", ""площадь"", ""здание"", ""квадратный""]",Происшествия,Чрезвычайные ситуации и ликвидация последствий,Пожары и возгорания,Происшествия -> Чрезвычайные ситуации и ликвидация последствий -> Пожары и возгорания,"В ядре кластера доминируют сообщения о крупных промышленных и нежилых пожарах, где ключевыми параметрами являются площадь возгорания и работа спасательных служб.","Периферия включает сообщения о пожарах различного типа (включая лесные и на НПЗ), а также упоминания эвакуации и внешних факторов, влияющих на тушение.",False,1.0,5,248,735
2024-H1,2,811,"[""путин"", ""владимир путин"", ""владимир"", ""кндр"", ""президент"", ""ким"", ""чен"", ""ким чен"", ""визит"", ""корея""]",Политика,Международные отношения,Визиты и двусторонние отношения глав государств,Политика -> Международные отношения -> Визиты и двусторонние отношения глав государств,Визит Владимира Путина в КНДР и его ключевые заявления о сотрудничестве с Северной Кореей.,"Прочие внешнеполитические и внутренние события с участием Владимира Путина, включая переговоры с Лукашенко и поздравления военнослужащим.",True,0.95,23,360,428
2024-H1,3,664,"[""врач"", ""организм"", ""рак"", ""заболевание"", ""продукт"", ""способ"", ""здоровье"", ""назвать"", ""упражнение"", ""симптом""]",Общество,Здоровье и медицина,Профилактика и лечение заболеваний,Общество -> Здоровье и медицина -> Профилактика и лечение заболеваний,"Ядро сфокусировано на советах врачей по управлению симптомами, питанию и гигиене для поддержания здоровья организма.","Периферия затрагивает кардиологические проблемы, новые методы лечения и влияние бытовых факторов (например, газовых плит) на здоровье.",False,0.95,0,51,613
2024-H1,4,659,"[""маршрут"", ""улица"", ""движение"", ""транспорт"", ""строительство"", ""автобус"", ""участок"", ""трамвай"", ""ремонт"", ""метро""]",Общество,Городская инфраструктура и транспорт,Ремонт и изменение схем движения транспорта,Общество -> Городская инфраструктура и транспорт -> Ремонт и изменение схем движения транспорта,"Ядро сфокусировано на реконструкции участков улиц, введении пешеходных режимов и изменении маршрутов общественного транспорта из-за дорожных работ.","Периферия затрагивает благоустройство улиц застройщиками, закупку новых автобусов и обновление парка трамваев.",False,0.95,0,29,630
2024-H1,5,614,"[""мужчина"", ""избить"", ""нож"", ""подросток"", ""девушка"", ""ударить"", ""убийство"", ""полиция"", ""напасть"", ""задержать""]",Происшествия,Насильственные преступления,Нападения и причинение вреда здоровью,Происшествия -> Насильственные преступления -> Нападения и причинение вреда здоровью,"Ядро кластера фокусируется на случаях насилия с применением оружия или физической силы, часто с участием несовершеннолетних или молодых людей, и последующем вмешательстве правоохранительных органов.","Периферия описывает различные бытовые конфликты, драки и случаи физического насилия между взрослыми, включая избиения и семейное насилие.",False,0.95,0,31,583
2024-H1,6,568,"[""взятка"", ""иванов"", ""суд"", ""особо крупный"", ""крупный размер"", ""получение"", ""арестовать"", ""следствие"", ""арест"", ""тимур""]",Общество,Коррупция и правонарушения,Дела о получении взяток должностными лицами,Общество -> Коррупция и правонарушения -> Дела о получении взяток должностными лицами,"Ядро сфокусировано на деле заместителя министра обороны Тимура Иванова, обвиняемого в получении взятки в особо крупном размере.","Периферия затрагивает другие случаи коррупции, включая взятки в Минобороны, а также случаи вымогательства и коррупции в ФСИН и местных администрациях.",False,1.0,12,98,458
2024-H1,7,536,"[""самолёт"", ""аэропорт"", ""рейс"", ""авиакомпания"", ""пассажир"", ""борт"", ""посадка"", ""пилот"", ""полёт"", ""boeing""]",Происшествия,Авиация и транспорт,Инциденты и происшествия с гражданскими самолётами,Происшествия -> Авиация и транспорт -> Инциденты и происшествия с гражданскими самолётами,"В ядре кластера преобладают сообщения об аварийных посадках, тревогах и поломках пассажирских самолётов в российских аэропортах.","Периферия охватывает более широкий спектр событий, включая закрытие аэропортов, инциденты с персоналом авиакомпаний и пропажу самолётов.",False,1.0,9,142,385
2024-H1,8,517,"[""израиль"", ""иран"", ""израильский"", ""нетаньяху"", ""сектор газ"", ""хамас"", ""сектор"", ""палестинский"", ""газа"", ""палестина""]",Международные отношения,Геополитические конфликты и кризисы,Конфликт на Ближнем Востоке,Международные отношения -> Геополитические конфликты и кризисы -> Конфликт на Ближнем Востоке,Ядро сфокусировано на эскалации напряженности между Ираном и Израилем после атаки на иранское консульство в Дамаске и реакции мировых держав.,"Периферия описывает ответные действия сторон конфликта, включая ракетные обстрелы, международное давление (санкции, признание Палестины) и участие третьих стран.",False,1.0,19,169,329
2024-H1,9,513,"[""матч"", ""команда"", ""клуб"", ""сборная"", ""чемпионат"", ""счёт"", ""тренер"", ""кубок"", ""лига"", ""футболист""]",Спорт,Командные виды спорта,Профессиональный футбол,Спорт -> Командные виды спорта -> Профессиональный футбол,В ядре обсуждаются результаты и ход матчей российских футбольных клубов в рамках внутренних соревнований.,"На периферии освещаются результаты матчей по хоккею, а также общие новости о тренерах и фанатах европейского футбола.",True,0.95,0,21,492
2024-H1,10,421,"[""сызрань"", ""сызранский"", ""дорога"", ""свет"", ""житель"", ""готовиться"", ""центр"", ""завтра"", ""тушить"", ""арка""]",Общество,Городская инфраструктура и ЖКХ,Местные проблемы и происшествия в малых городах,Общество -> Городская инфраструктура и ЖКХ -> Местные проблемы и происшествия в малых городах,"Ядро кластера фокусируется на бытовых проблемах жителей Сызрани, таких как отключения света и состояние дорог.","Периферия расширяет тематику до поломок нового благоустройства, криминальных инцидентов и происшествий на воде в том же регионе.",False,1.0,8,131,282
